person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,loan_income_ratio,emp_category
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,High Income,0.0819887183523547,Experienced
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,High Income,0.337819577320145,Experienced
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,,1,0.34,Y,4,High Income,0.337819577320145,Experienced
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,High Income,0.308641975308642,Mid
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,High Income,0.306372549019608,New
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,High Income,0.304878048780488,Experienced
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,High Income,0.301204819277108,Mid
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,High Income,0.301204819277108,Mid
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,High Income,0.1,Experienced
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,High Income,0.155555555555556,Experienced
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,Low Income,0.277777777777778,Mid
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,Low Income,0.145833333333333,New
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,High Income,0.29585798816568,Experienced
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,High Income,0.294117647058824,Mid
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,High Income,0.0777777777777778,Experienced
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,High Income,0.0666666666666667,Mid
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,High Income,0.0700280112044818,Experienced
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,,1,0.41,N,4,Low Income,0.409165302782324,New
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,High Income,0.28735632183908,Experienced
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,High Income,0.333333333333333,New
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,High Income,0.328947368421053,Experienced
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,Medium Income,0.377557955146115,New
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,High Income,0.277777777777778,Experienced
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,Low Income,0.413333333333333,New
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,High Income,0.138888888888889,Mid
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,High Income,0.116666666666667,Experienced
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,High Income,0.111111111111111,Experienced
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,High Income,0.0555555555555556,New
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,High Income,0.0552777777777778,Mid
23,15000,OWN,7.0,MEDICAL,B,4475,,1,0.3,N,4,Low Income,0.298333333333333,Experienced
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,High Income,0.320512820512821,Mid
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,Medium Income,0.377073906485671,Mid
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,High Income,0.277777777777778,New
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,High Income,0.316455696202532,Experienced
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,High Income,0.272331154684096,Mid
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,High Income,0.271739130434783,Experienced
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,High Income,0.271739130434783,New
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,High Income,0.267094017094017,Mid
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,Low Income,0.116666666666667,New
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,High Income,0.354358610914245,Mid
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,High Income,0.298329355608592,Mid
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,High Income,0.0148571428571429,Mid
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,High Income,0.0457142857142857,Experienced
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,High Income,0.102857142857143,Experienced
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,High Income,0.12,Experienced
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,Low Income,0.266666666666667,Mid
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,Low Income,0.306666666666667,Mid
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,High Income,0.284090909090909,Experienced
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,High Income,0.334224598930481,Mid
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,High Income,0.284090909090909,New
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,Low Income,0.116666666666667,Mid
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,High Income,0.284090909090909,Mid
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,High Income,0.25,New
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,Low Income,0.24,New
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,High Income,0.244140625,Experienced
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,High Income,0.271739130434783,New
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,High Income,0.268817204301075,New
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,High Income,0.02,Experienced
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,High Income,0.0411428571428571,Mid
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,High Income,0.0515145270966413,Experienced
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,High Income,0.0505747126436782,Mid
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,High Income,0.0689655172413793,Experienced
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,High Income,0.154320987654321,Mid
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,High Income,0.0576478523292615,Experienced
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,Low Income,0.211666666666667,New
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,High Income,0.260416666666667,Mid
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,Low Income,0.0992063492063492,New
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,High Income,0.255341749397393,Experienced
26,110000,RENT,3.0,PERSONAL,C,25000,,0,0.23,Y,2,High Income,0.227272727272727,Mid
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,Low Income,0.184162062615101,Experienced
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,High Income,0.18796992481203,New
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,High Income,0.104956268221574,Experienced
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,High Income,0.0588221453612856,Mid
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,High Income,0.158223842434369,New
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,High Income,0.0764705882352941,New
24,83300,RENT,0.0,MEDICAL,D,25000,,1,0.26,N,2,High Income,0.300120048019208,New
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,High Income,0.227272727272727,Experienced
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,Low Income,0.162760416666667,Experienced
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,High Income,0.0372300819061802,Mid
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,High Income,0.117647058823529,Mid
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,High Income,0.248558361503281,Experienced
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,High Income,0.221238938053097,Experienced
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,High Income,0.208333333333333,Experienced
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,High Income,0.208333333333333,Experienced
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,High Income,0.208333333333333,Experienced
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,High Income,0.272331154684096,Mid
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,Low Income,0.0641025641025641,Mid
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,High Income,0.231481481481481,Mid
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,High Income,0.192313609649528,Experienced
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,High Income,0.192307692307692,Mid
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,High Income,0.192307692307692,Experienced
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,High Income,0.117647058823529,Mid
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,High Income,0.0705882352941176,New
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,High Income,0.0828402366863905,New
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,High Income,0.143703703703704,Experienced
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,High Income,0.118623962040332,Mid
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,High Income,0.0106959498003423,Mid
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,High Income,0.208333333333333,Mid
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,High Income,0.18754688672168,Experienced
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,Low Income,0.211538461538462,Mid
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,High Income,0.186567164179104,Experienced
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,High Income,0.186567164179104,Experienced
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,Low Income,0.205128205128205,New
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,High Income,0.185185185185185,Mid
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,High Income,0.184284240011794,Experienced
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,High Income,0.172413793103448,New
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,High Income,0.166666666666667,Mid
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,High Income,0.0581818181818182,Mid
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,High Income,0.156862745098039,Mid
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,High Income,0.121212121212121,Mid
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,High Income,0.151515151515152,New
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,High Income,0.121212121212121,Mid
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,Low Income,0.375,Experienced
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,Low Income,0.1421875,Mid
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,Low Income,0.125,Experienced
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,High Income,0.168918918918919,New
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,Low Income,0.35,New
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,Low Income,0.226279650436954,Mid
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,Low Income,0.341742264197838,Mid
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,High Income,0.142857142857143,Mid
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,Low Income,0.123456790123457,Experienced
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,High Income,0.135135135135135,Experienced
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,High Income,0.154320987654321,Experienced
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,High Income,0.186335403726708,Experienced
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,High Income,0.21875,New
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,High Income,0.111111111111111,Mid
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,Low Income,0.304878048780488,New
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,Low Income,0.265151515151515,Experienced
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,Medium Income,0.5,Experienced
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,Medium Income,0.4125,Mid
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,High Income,0.290973871733967,Experienced
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,Low Income,0.119047619047619,Mid
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,High Income,0.266304347826087,Experienced
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,High Income,0.21875,Mid
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,High Income,0.075,Experienced
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,High Income,0.075,New
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,High Income,0.15625,Experienced
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,High Income,0.0794912559618442,New
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,Medium Income,0.449074074074074,Mid
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,Medium Income,0.388,New
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,Low Income,0.232142857142857,Experienced
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,Medium Income,0.35453216374269,Experienced
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,Medium Income,0.432688018556517,New
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,High Income,0.327702702702703,Experienced
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,Medium Income,0.370494858906391,Experienced
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,High Income,0.269720158384126,New
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,High Income,0.310897435897436,New
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,High Income,0.2425,New
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,High Income,0.235436893203884,Experienced
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,High Income,0.05625,Mid
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,High Income,0.09375,Mid
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,High Income,0.125,Mid
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,High Income,0.15625,Mid
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,High Income,0.0859375,New
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,High Income,0.0953125,Mid
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,High Income,0.125,Mid
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,Low Income,0.282738095238095,New
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,High Income,0.21652559019965,Experienced
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,Low Income,0.357142857142857,New
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,High Income,0.210503472222222,New
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,High Income,0.168402777777778,New
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,High Income,0.0844947735191638,Mid
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,High Income,0.223611111111111,New
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,Medium Income,0.558139534883721,Experienced
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,Medium Income,0.510594842992086,New
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,Medium Income,0.5,Mid
26,48000,RENT,4.0,MEDICAL,A,24000,,1,0.5,N,3,Medium Income,0.5,Mid
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,Medium Income,0.533760341606619,Mid
25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2,Medium Income,0.461538461538462,Experienced
22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0,0.13,Y,3,Low Income,0.129668049792531,Experienced
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,Medium Income,0.51063829787234,Mid
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,Low Income,0.0574712643678161,Experienced
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,Medium Income,0.489795918367347,Mid
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,Medium Income,0.4,New
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,Medium Income,0.4,Mid
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,Medium Income,0.4,New
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,Medium Income,0.4,Mid
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,Medium Income,0.387071801819237,Experienced
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,Medium Income,0.384615384615385,Mid
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2,Medium Income,0.369230769230769,Experienced
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,1,0.28,Y,3,Low Income,0.280123873873874,Experienced
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,Medium Income,0.406779661016949,Mid
23,66000,RENT,6.0,VENTURE,A,24000,,1,0.36,N,4,Medium Income,0.363636363636364,Experienced
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,Medium Income,0.4,New
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,Medium Income,0.362850188228535,Experienced
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,Medium Income,0.385542168674699,Mid
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,Medium Income,0.342857142857143,Experienced
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,High Income,0.324324324324324,Experienced
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,Low Income,0.166666666666667,Mid
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,High Income,0.32,Experienced
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,High Income,0.32,Experienced
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,,1,0.32,N,3,High Income,0.32,Experienced
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,Medium Income,0.347826086956522,New
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,High Income,0.307692307692308,Mid
22,18000,OWN,,VENTURE,B,2000,11.49,0,0.11,N,3,Low Income,0.111111111111111,Experienced
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,High Income,0.3,Mid
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,Low Income,0.194444444444444,New
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,Low Income,0.222222222222222,Mid
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,High Income,0.321285140562249,Experienced
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,High Income,0.270892591087634,Mid
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,High Income,0.252631578947368,Mid
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,High Income,0.289156626506024,Experienced
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,High Income,0.252631578947368,Experienced
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,Low Income,0.272222222222222,Mid
21,18000,OWN,,EDUCATION,B,5000,11.11,1,0.28,N,2,Low Income,0.277777777777778,Experienced
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,High Income,0.24,Mid
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,High Income,0.218181818181818,Experienced
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,Low Income,0.347222222222222,New
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,,1,0.24,Y,2,High Income,0.244897959183673,Experienced
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,High Income,0.231053604436229,Experienced
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,High Income,0.2,Mid
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,High Income,0.2,New
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,High Income,0.222222222222222,Experienced
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,High Income,0.193423597678917,Mid
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,Low Income,0.138888888888889,New
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,High Income,0.184615384615385,Experienced
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,High Income,0.177777777777778,Experienced
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,High Income,0.177777777777778,Mid
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,High Income,0.209150326797386,Mid
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,High Income,0.16,New
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,High Income,0.173913043478261,Experienced
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,Low Income,0.722222222222222,Experienced
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,Low Income,0.347222222222222,New
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,High Income,0.154838709677419,Experienced
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,High Income,0.162162162162162,New
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,,0,0.14,Y,2,High Income,0.141176470588235,Mid
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,Low Income,0.138888888888889,New
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,,1,0.55,N,2,Medium Income,0.546177328230363,Experienced
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,High Income,0.197916666666667,Mid
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,Medium Income,0.429122117972216,Mid
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,Low Income,0.555555555555556,New
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,High Income,0.231372549019608,Experienced
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,High Income,0.314333333333333,Mid
22,18000,OWN,2.0,MEDICAL,C,4000,,1,0.22,N,2,Low Income,0.222222222222222,Mid
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,Low Income,0.3,New
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,1,0.22,N,3,Low Income,0.222222222222222,New
21,18000,OWN,5.0,VENTURE,B,3375,,1,0.19,N,2,Low Income,0.1875,Mid
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,Medium Income,0.349462365591398,New
22,43385,RENT,7.0,PERSONAL,C,23000,,1,0.53,N,3,Medium Income,0.530137144174254,Experienced
25,56544,RENT,3.0,EDUCATION,B,23000,,1,0.41,N,2,Medium Income,0.406762874929259,Mid
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,Medium Income,0.383333333333333,Mid
